Name,Region,Tier,Type,Base Item,Location,Armor,Agility,Shielding,Poise,Inure,Steadfast,Ethereal,Reflexes ,Evasion,Tempo ,Adaptability,Melee Prot.,Projectile Prot.,Magic Prot.,Blast Prot.,Fire Prot.,Feather Falling,Max Health,Max Health %,Regen,Life Drain,Sustenance,Anemia,Speed,Speed %,Adrenaline,Crippling,Attack Damage,Attack Damage %,Attack Speed,Attack Speed %,Magic Damage,Magic Damage %,Proj Damage,Proj Speed,Knockback Res.,Thorns,Base Spell Power,Base Attack Damage,Base Attack Speed,Base Proj Damage,Base Proj Speed,Base Throw Rate,Unbreaking,Mending,Unbreakable,Irreparability,Smite,Slayer,Duelist,Fire Aspect,Ice Aspect,Thunder Aspect,Knockback,Sweeping Edge,Decay,Hex Eater,Bleeding,Chaotic,Quake,Looting,Sniper,Point Blank,Flame,Frost,Spark,Punch,Infinity (bow),Quick Charge,Piercing,Multishot,Recoil,Efficiency,Sapper,Eruption,Multitool,Fortune,Silk Touch,Lure,Infinity (tool),Shrapnel,Abyssal,Gills,Respiration,Aqua Affinity,Depth Strider,Riptide,Inferno,Second Wind,Regicide,Aptitude,Retrieval,Intuition,Radiant,Darksight,Weightless,Triage,Soul Speed,Void Tether,Resurrection,Ineptitude,Vanishing,Two Handed,Corruption,Arcane Thrust,Rage of the Keter,Protection of the Depths,Persistent,Ashes of Eternity,Tier,Location,Health,Speed,Attack Damage,Attack Speed,Magic Damage,Tier,Location
Scout's Companion,Valley,Tier 5,Offhand Sword,Stone Sword,King's Valley,,2,,,,,,,,,,,,,,,,,,,,,,,12%,,,,,,,,,10%,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,12%,,,,6,1
Scout's Leathers (boots),Valley,Tier 5,Boots,Leather Boots,King's Valley,,2.5,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,5%,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,6,1
Scout's Leathers (chestplate),Valley,Tier 5,Chestplate,Leather Chestplate,King's Valley,,2.5,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,5%,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,6,1
Scout's Leathers (helmet),Valley,Tier 5,Helmet,Leather Helmet,King's Valley,,2.5,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,5%,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,6,1
Scout's Leathers (leggings),Valley,Tier 5,Leggings,Leather Leggings,King's Valley,,2.5,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,5%,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,6,1
Soulguard,Valley,Tier 5,Offhand Shield,Shield,King's Valley,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,6,1
Soulhammer,Valley,Tier 5,Axe,Stone Axe,King's Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.8,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,6,1
Soulleather Cloak,Valley,Tier 5,Chestplate,Leather Chestplate,King's Valley,4.5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,6,,,,,,,6,1
Soulleather Robe,Valley,Tier 5,Leggings,Leather Leggings,King's Valley,4.5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,6,,,,,,,6,1
Soulleather Shoes,Valley,Tier 5,Boots,Leather Boots,King's Valley,4.5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,6,,,,,,,6,1
Soulleather Veil,Valley,Tier 5,Helmet,Leather Helmet,King's Valley,4.5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,6,,,,,,,6,1
Swiftwood Buckler,Valley,Tier 5,Offhand Shield,Shield,King's Valley,,1.5,,,,,,,,,,,,,,,,,,,,,,,15%,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,15%,,,,6,1
Truerune Pick,Valley,Tier 5,Pickaxe,Stone Pickaxe,King's Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,6,1
Undying Chisel,Valley,Tier 5,Pickaxe,Stone Pickaxe,King's Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,6,1
Undying Trowel,Valley,Tier 5,Shovel,Stone Shovel,King's Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,6,1
Versatile Cutlass,Valley,Tier 5,Sword,Stone Sword,King's Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.6,,,,3,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,6,1
Viridian Mage Hat,Valley,Tier 5,Helmet,Leather Helmet,King's Valley,,3.5,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,6,1
Viridian Mage Robes (boots),Valley,Tier 5,Boots,Leather Boots,King's Valley,,3.5,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,6,1
Viridian Mage Robes (chestplate),Valley,Tier 5,Chestplate,Leather Chestplate,King's Valley,,3.5,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,6,1
Viridian Mage Robes (leggings),Valley,Tier 5,Leggings,Leather Leggings,King's Valley,,3.5,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,6,1
Wand of Storms,Valley,Tier 5,Wand,Stick,King's Valley,,,,,,,,,,,,,,,,,,,,,,,,,10%,,,,,,,,,,,,,35%,2.5,4,,,,,,,,,,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,10%,,,,6,1
Apprentice's Notes,Valley,Tier 4,Offhand,Book,King's Valley,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,9%,5,1
Assassin's Dagger,Valley,Tier 4,Offhand Sword,Stone Sword,King's Valley,,2,,,,,,,,,,,,,,,,,,,,,,,15%,,,,5%,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,15%,5%,,,5,1
Balanced Adze,Valley,Tier 4,Pickaxe,Stone Pickaxe,King's Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,5,1
Battle Axe,Valley,Tier 4,Axe,Stone Axe,King's Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.8,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,5,1
Bluescourge Chisel,Valley,Tier 4,Pickaxe,Wooden Pickaxe,King's Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,5,1
Bountiful Chisel,Valley,Tier 4,Pickaxe,Stone Pickaxe,King's Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,5,1
Cerulean Mage Hat,Valley,Tier 4,Helmet,Leather Helmet,King's Valley,,3,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,5,1
Cerulean Mage Robes (boots),Valley,Tier 4,Boots,Leather Boots,King's Valley,,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,5,1
Cerulean Mage Robes (chestplate),Valley,Tier 4,Chestplate,Leather Chestplate,King's Valley,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,5,1
Cerulean Mage Robes (leggings),Valley,Tier 4,Leggings,Leather Leggings,King's Valley,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,5,1
Coal Devourer,Valley,Tier 4,Pickaxe,Wooden Pickaxe,King's Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,5,1
Composite Bow,Valley,Tier 4,Bow,Bow,King's Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,5,1
Deforester,Valley,Tier 4,Axe,Wooden Axe,King's Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0.8,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,5,1
Divine Cleaver,Valley,Tier 4,Axe,Stone Axe,King's Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.8,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,5,1
Druidic Broadsword,Valley,Tier 4,Sword,Wooden Sword,King's Valley,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,1.6,,,,1,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,5,1
Duelist's Sword,Valley,Tier 4,Offhand Sword,Stone Sword,King's Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20%,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,20%,,,5,1
Falling Comet,Valley,Tier 4,Axe,Wooden Axe,King's Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,0.8,,,,5,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,5,1
Feldspar Pickaxe,Valley,Tier 4,Pickaxe,Stone Pickaxe,King's Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.2,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,5,1
Gardener,Valley,Tier 4,Shovel,Stone Shovel,King's Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,5,1
Gemcrust Coif,Valley,Tier 4,Helmet,Leather Helmet,King's Valley,4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,5,,,,,,,5,1
Gemcrust Pants,Valley,Tier 4,Leggings,Leather Leggings,King's Valley,4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,5,,,,,,,5,1
Gemcrust Shoes,Valley,Tier 4,Boots,Leather Boots,King's Valley,4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,5,,,,,,,5,1
Gemcrust Vest,Valley,Tier 4,Chestplate,Leather Chestplate,King's Valley,4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,5,,,,,,,5,1
Godwood Sword,Valley,Tier 4,Sword,Wooden Sword,King's Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.6,,,,2,,,,2,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,5,1
Graceful Spade,Valley,Tier 4,Shovel,Stone Shovel,King's Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,5,1
Heavy Leather Boots,Valley,Tier 4,Boots,Leather Boots,King's Valley,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,5,1
Heavy Leather Cap,Valley,Tier 4,Helmet,Leather Helmet,King's Valley,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,5,1
Heavy Leather Pants,Valley,Tier 4,Leggings,Leather Leggings,King's Valley,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,5,1
Heavy Leather Tunic,Valley,Tier 4,Chestplate,Leather Chestplate,King's Valley,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,5,1
Ironwrought Shield,Valley,Tier 4,Offhand Shield,Shield,King's Valley,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,5,1
Journeyman's Staff,Valley,Tier 4,Wand,Stick,King's Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25%,3,4,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,5,1
Juggernaut Crossbow,Valley,Tier 4,Crossbow,Crossbow,King's Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,5,1
Masterwork Sabre,Valley,Tier 4,Sword,Stone Sword,King's Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,1.6,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,5,1
Molten Boots,Valley,Tier 4,Boots,Leather Boots,King's Valley,,1,,,,,,,,,,,,,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,5,1
Molten Cloak,Valley,Tier 4,Chestplate,Leather Chestplate,King's Valley,,1,,,,,,,,,,,,,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,5,1
Molten Hood,Valley,Tier 4,Helmet,Leather Helmet,King's Valley,,1,,,,,,,,,,,,,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,5,1
Molten Pants,Valley,Tier 4,Leggings,Leather Leggings,King's Valley,,1,,,,,,,,,,,,,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,5,1
Nest's Bane,Valley,Tier 4,Sword,Stone Sword,King's Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,1.6,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,5,1
Officer's Blade,Valley,Tier 4,Sword,Stone Sword,King's Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,1.6,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,5,1
Pyromancer's Bow,Valley,Tier 4,Bow,Bow,King's Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,5,1
Rebel's Scythe,Valley,Tier 4,Scythe,Stone Hoe,King's Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,5,1
Salburic Scythe,Valley,Tier 4,Scythe,Stone Hoe,King's Valley,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,5,1
Shaman's Staff,Valley,Tier 4,Wand,Bone,King's Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25%,3,4,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,5,1
Speed Spade,Valley,Tier 4,Shovel,Stone Shovel,King's Valley,,,,,,,,,,,,,,,,,,,,,,,,,10%,,,,,,,,,,,,,,3.5,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,10%,,,,5,1
Spiked Buckler,Valley,Tier 4,Mainhand,Shield,King's Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,5,1
Swiftwood Quiver,Valley,Tier 4,Offhand,Stick,King's Valley,,,,,,,,,,,,,2,,,,1,,,,,,,,10%,,,,,,,,,8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,10%,,,,5,1
Angler's Rod,Valley,Tier 3,Mainhand,Fishing Rod,King's Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,4,1
Apprentice's Wand,Valley,Tier 3,Wand,Stick,King's Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20%,3,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,4,1
Arrowmeld,Valley,Tier 3,Shovel,Wooden Shovel,King's Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,4,1
Consecrated Wand,Valley,Tier 3,Wand,Stick,King's Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20%,1.5,4,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,4,1
Crusader's Sword,Valley,Tier 3,Sword,Wooden Sword,King's Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.6,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,4,1
Flamewreath Splinter,Valley,Tier 3,Sword,Wooden Sword,King's Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.6,,,,2,,,,,,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,4,1
Hardened Shield,Valley,Tier 3,Offhand Shield,Shield,King's Valley,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,4,1
Hawk's Talon,Valley,Tier 3,Bow,Bow,King's Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,4,1
Jagged Cleaver,Valley,Tier 3,Axe,Stone Axe,King's Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.8,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,4,1
Light Scimitar,Valley,Tier 3,Sword,Wooden Sword,King's Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.6,,,,2,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,4,1
Living Thorn,Valley,Tier 3,Sword,Wooden Sword,King's Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,1.6,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,4,1
Masterwork Pickaxe,Valley,Tier 3,Pickaxe,Stone Pickaxe,King's Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,4,1
Meteor Hammer,Valley,Tier 3,Axe,Wooden Axe,King's Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.8,,,,3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,4,1
